,subID,subNum,duration,rel_nan,rank,cmat_nan,dataset,scaned_twice
397,sub-0050500,50500,7.966666666666667,False,13.0,False,ABIDE I,False
398,sub-0050501,50501,5.866666666666666,False,15.0,False,ABIDE I,False
399,sub-0050502,50502,7.333333333333333,False,8.0,False,ABIDE I,False
400,sub-0050503,50503,7.333333333333333,False,1.0,False,ABIDE I,False
401,sub-0050504,50504,6.033333333333333,False,1.0,False,ABIDE I,False
402,sub-0050505,50505,8.0,False,1.0,False,ABIDE I,False
403,sub-0050506,50506,7.266666666666667,False,79.0,False,ABIDE I,False
404,sub-0050507,50507,5.8,False,12.0,False,ABIDE I,False
405,sub-0050508,50508,3.7666666666666666,False,40.0,False,ABIDE I,False
406,sub-0050509,50509,5.466666666666667,False,603.0,False,ABIDE I,False
407,sub-0050510,50510,3.8,False,450.0,False,ABIDE I,False
408,sub-0050511,50511,5.066666666666666,False,220.0,False,ABIDE I,False
409,sub-0050512,50512,6.9,False,1.0,False,ABIDE I,False
410,sub-0050513,50513,7.766666666666667,False,9.0,False,ABIDE I,False
411,sub-0050514,50514,7.8,False,8.0,False,ABIDE I,False
412,sub-0050515,50515,7.166666666666667,False,84.0,False,ABIDE I,False
413,sub-0050516,50516,7.933333333333334,False,1.0,False,ABIDE I,False
414,sub-0050517,50517,8.0,False,52.0,False,ABIDE I,False
415,sub-0050518,50518,7.533333333333333,False,23.0,False,ABIDE I,False
416,sub-0050519,50519,7.2,False,161.0,False,ABIDE I,False
417,sub-0050520,50520,7.033333333333333,False,6.0,False,ABIDE I,False
418,sub-0050521,50521,6.5,False,1.0,False,ABIDE I,False
419,sub-0050522,50522,3.3333333333333335,False,14.0,False,ABIDE I,False
420,sub-0050523,50523,6.333333333333333,False,1.0,False,ABIDE I,False
421,sub-0050524,50524,6.766666666666667,False,140.0,False,ABIDE I,False
422,sub-0050525,50525,7.933333333333334,False,2.0,False,ABIDE I,False
423,sub-0050526,50526,7.466666666666667,False,1.0,False,ABIDE I,False
424,sub-0050527,50527,8.0,False,1.0,False,ABIDE I,False
425,sub-0050528,50528,7.666666666666667,False,5.0,False,ABIDE I,False
426,sub-0050529,50529,5.666666666666667,False,10.0,False,ABIDE I,False
427,sub-0050530,50530,6.866666666666666,False,591.0,False,ABIDE I,False
428,sub-0050531,50531,1.8,False,102.0,False,ABIDE I,False
429,sub-0050532,50532,6.9,False,1.0,False,ABIDE I,False
430,sub-0050551,50551,6.633333333333334,False,1.0,False,ABIDE I,False
431,sub-0050552,50552,6.333333333333333,False,22.0,False,ABIDE I,False
432,sub-0050553,50553,5.633333333333334,False,1.0,False,ABIDE I,False
433,sub-0050554,50554,6.633333333333334,False,22.0,False,ABIDE I,False
434,sub-0050555,50555,6.4,False,16.0,False,ABIDE I,False
435,sub-0050556,50556,6.466666666666667,False,23.0,False,ABIDE I,False
436,sub-0050557,50557,5.833333333333333,False,1.0,False,ABIDE I,False
437,sub-0050558,50558,6.3,False,4.0,False,ABIDE I,False
438,sub-0050559,50559,3.933333333333333,False,806.0,False,ABIDE I,False
439,sub-0050560,50560,6.166666666666667,False,1.0,False,ABIDE I,False
440,sub-0050561,50561,6.333333333333333,False,19.0,False,ABIDE I,False
441,sub-0050562,50562,5.8,False,15.0,False,ABIDE I,False
442,sub-0050563,50563,4.8,False,1.0,False,ABIDE I,False
443,sub-0050564,50564,5.666666666666667,False,41.0,False,ABIDE I,False
444,sub-0050565,50565,4.0,False,2.0,False,ABIDE I,False
445,sub-0050566,50566,6.633333333333334,False,12.0,False,ABIDE I,False
446,sub-0050567,50567,5.9,False,6.0,False,ABIDE I,False
447,sub-0050568,50568,6.5,False,1.0,False,ABIDE I,False
448,sub-0050569,50569,6.333333333333333,False,3.0,False,ABIDE I,False
449,sub-0050570,50570,6.466666666666667,False,1.0,False,ABIDE I,False
450,sub-0050571,50571,3.4,False,2.0,False,ABIDE I,False
451,sub-0050572,50572,6.266666666666667,False,1.0,False,ABIDE I,False
452,sub-0050573,50573,5.733333333333333,False,57.0,False,ABIDE I,False
453,sub-0050574,50574,6.233333333333333,False,1.0,False,ABIDE I,False
454,sub-0050575,50575,6.1,False,13.0,False,ABIDE I,False
455,sub-0050576,50576,6.5,False,3.0,False,ABIDE I,False
456,sub-0050577,50577,5.4,False,1.0,False,ABIDE I,False
457,sub-0050578,50578,4.466666666666667,False,26.0,False,ABIDE I,False
458,sub-0050601,50601,4.666666666666667,False,2.0,False,ABIDE I,False
459,sub-0050602,50602,4.466666666666667,False,19.0,False,ABIDE I,False
460,sub-0050603,50603,6.166666666666667,False,1.0,False,ABIDE I,False
461,sub-0050604,50604,6.533333333333333,False,1.0,False,ABIDE I,False
462,sub-0050605,50605,6.566666666666666,False,1.0,False,ABIDE I,False
463,sub-0050606,50606,6.433333333333334,False,1.0,False,ABIDE I,False
464,sub-0050607,50607,5.3,False,1.0,False,ABIDE I,False
465,sub-0050608,50608,4.3,False,1.0,False,ABIDE I,False
466,sub-0050609,50609,4.8,False,2.0,False,ABIDE I,False
467,sub-0050610,50610,5.266666666666667,False,129.0,False,ABIDE I,False
468,sub-0050611,50611,5.9,False,1.0,False,ABIDE I,False
469,sub-0050612,50612,6.066666666666666,False,12.0,False,ABIDE I,False
470,sub-0050613,50613,6.366666666666666,False,1.0,False,ABIDE I,False
471,sub-0050614,50614,5.5,False,2.0,False,ABIDE I,False
472,sub-0050615,50615,2.8,False,28.0,False,ABIDE I,False
473,sub-0050616,50616,5.533333333333333,False,1.0,False,ABIDE I,False
474,sub-0050617,50617,5.733333333333333,False,72.0,False,ABIDE I,False
475,sub-0050618,50618,4.666666666666667,False,1.0,False,ABIDE I,False
476,sub-0050619,50619,5.9,False,1.0,False,ABIDE I,False
477,sub-0050620,50620,5.766666666666667,False,58.0,False,ABIDE I,False
478,sub-0050621,50621,6.033333333333333,False,1.0,False,ABIDE I,False
479,sub-0050622,50622,4.533333333333333,False,1.0,False,ABIDE I,False
480,sub-0050623,50623,6.633333333333334,False,26.0,False,ABIDE I,False
481,sub-0050624,50624,3.433333333333333,False,26.0,False,ABIDE I,False
482,sub-0050625,50625,6.633333333333334,False,369.0,False,ABIDE I,False
483,sub-0050626,50626,5.333333333333333,False,1.0,False,ABIDE I,False
484,sub-0050627,50627,5.566666666666666,False,33.0,False,ABIDE I,False
485,sub-0050628,50628,6.566666666666666,False,1.0,False,ABIDE I,False
486,sub-0050642,50642,6.9,False,1.0,False,ABIDE I,False
487,sub-0050643,50643,6.325,False,1.0,False,ABIDE I,False
488,sub-0050644,50644,5.95,False,14.0,False,ABIDE I,False
489,sub-0050645,50645,3.825,False,196.0,False,ABIDE I,False
490,sub-0050646,50646,4.633333333333334,False,559.0,False,ABIDE I,False
491,sub-0050647,50647,6.766666666666667,False,56.0,False,ABIDE I,False
492,sub-0050648,50648,6.9,False,1.0,False,ABIDE I,False
493,sub-0050649,50649,7.8,False,1.0,False,ABIDE I,False
494,sub-0050650,50650,2.075,False,328.0,False,ABIDE I,False
495,sub-0050651,50651,6.775,False,12.0,False,ABIDE I,False
496,sub-0050652,50652,7.85,False,1.0,False,ABIDE I,False
497,sub-0050653,50653,7.1,False,1.0,False,ABIDE I,False
498,sub-0050654,50654,6.833333333333333,False,2.0,False,ABIDE I,False
499,sub-0050655,50655,3.575,False,1.0,False,ABIDE I,False
500,sub-0050656,50656,7.366666666666666,False,3.0,False,ABIDE I,False
501,sub-0050657,50657,8.0,False,1.0,False,ABIDE I,False
502,sub-0050658,50658,7.35,False,1.0,False,ABIDE I,False
503,sub-0050659,50659,4.866666666666666,False,12.0,False,ABIDE I,False
504,sub-0050660,50660,6.133333333333334,False,7.0,False,ABIDE I,False
505,sub-0050661,50661,6.775,False,2.0,False,ABIDE I,False
506,sub-0050663,50663,4.266666666666667,False,1.0,False,ABIDE I,False
507,sub-0050664,50664,7.333333333333333,False,1.0,False,ABIDE I,False
508,sub-0050665,50665,3.7666666666666666,False,1.0,False,ABIDE I,False
509,sub-0050666,50666,6.9,False,2.0,False,ABIDE I,False
510,sub-0050667,50667,4.325,False,1.0,False,ABIDE I,False
511,sub-0050668,50668,5.233333333333333,False,165.0,False,ABIDE I,False
512,sub-0050669,50669,8.0,False,34.0,False,ABIDE I,False
513,sub-0050682,50682,5.388835183779398,False,1.0,False,ABIDE I,False
514,sub-0050683,50683,6.442485284805298,False,1.0,False,ABIDE I,False
515,sub-0050685,50685,5.302605708440145,False,1.0,False,ABIDE I,False
516,sub-0050686,50686,6.7488792657852175,False,2.0,False,ABIDE I,False
517,sub-0050687,50687,6.249150037765503,False,1.0,False,ABIDE I,False
518,sub-0050688,50688,6.861660091082255,False,1.0,False,ABIDE I,False
519,sub-0050689,50689,6.942041714986165,False,1.0,False,ABIDE I,False
520,sub-0050690,50690,5.997996139526367,False,38.0,False,ABIDE I,False
521,sub-0050691,50691,6.884190527598063,False,40.0,False,ABIDE I,False
522,sub-0050692,50692,6.944916645685832,False,7.0,False,ABIDE I,False
523,sub-0050693,50693,6.774416120847066,False,82.0,False,ABIDE I,False
524,sub-0050694,50694,6.168751037120819,False,52.0,False,ABIDE I,False
525,sub-0050695,50695,5.106582609812419,False,1.0,False,ABIDE I,False
526,sub-0050696,50696,6.946249802907308,False,1.0,False,ABIDE I,False
527,sub-0050697,50697,6.415986341238022,False,1.0,False,ABIDE I,False
528,sub-0050698,50698,6.638902026414871,False,19.0,False,ABIDE I,False
529,sub-0050699,50699,6.249262690544128,False,1.0,False,ABIDE I,False
530,sub-0050700,50700,5.026309710741043,False,40.0,False,ABIDE I,False
531,sub-0050701,50701,4.0633991122245785,False,114.0,False,ABIDE I,False
532,sub-0050702,50702,6.693774888912837,False,1.0,False,ABIDE I,False
533,sub-0050703,50703,6.249412447214127,False,1.0,False,ABIDE I,False
534,sub-0050704,50704,6.9429998596509295,False,1.0,False,ABIDE I,False
535,sub-0050705,50705,5.694865862528483,False,124.0,False,ABIDE I,False
536,sub-0050706,50706,6.834371781349182,False,26.0,False,ABIDE I,False
537,sub-0050707,50707,6.221002642313639,False,74.0,False,ABIDE I,False
538,sub-0050708,50708,6.935500105222066,False,1.0,False,ABIDE I,False
539,sub-0050709,50709,6.636591879526774,False,85.0,False,ABIDE I,False
540,sub-0050710,50710,6.88638121287028,False,335.0,False,ABIDE I,False
541,sub-0050711,50711,6.805936535199483,False,1.0,False,ABIDE I,False
542,sub-0050722,50722,6.827894449234009,False,1.0,False,ABIDE I,False
543,sub-0050723,50723,6.138149384657542,False,3.0,False,ABIDE I,False
544,sub-0050724,50724,6.712033573786417,False,1.0,False,ABIDE I,False
545,sub-0050725,50725,5.2006185293197635,False,5.0,False,ABIDE I,False
546,sub-0050726,50726,6.5490461985270185,False,54.0,False,ABIDE I,False
547,sub-0050727,50727,4.89983579715093,False,1.0,False,ABIDE I,False
548,sub-0050728,50728,6.107812201976776,False,1.0,False,ABIDE I,False
549,sub-0050730,50730,5.971080533663431,False,4.0,False,ABIDE I,False
550,sub-0050731,50731,6.743216544389725,False,1.0,False,ABIDE I,False
551,sub-0050732,50732,5.2840320587158205,False,5.0,False,ABIDE I,False
552,sub-0050733,50733,6.4673566321531935,False,1.0,False,ABIDE I,False
553,sub-0050734,50734,6.494012196858724,False,31.0,False,ABIDE I,False
554,sub-0050735,50735,6.79764585296313,False,1.0,False,ABIDE I,False
555,sub-0050736,50736,6.52405686378479,False,38.0,False,ABIDE I,False
556,sub-0050737,50737,4.100057695309321,False,1.0,False,ABIDE I,False
557,sub-0050738,50738,6.384794632593791,False,4.0,False,ABIDE I,False
558,sub-0050739,50739,6.798180764913559,False,8.0,False,ABIDE I,False
559,sub-0050740,50740,4.8678835988044735,False,681.0,False,ABIDE I,False
560,sub-0050741,50741,6.522950774431228,False,2.0,False,ABIDE I,False
561,sub-0050742,50742,5.394998089472453,False,1.0,False,ABIDE I,False
562,sub-0050743,50743,6.441357171535492,False,1.0,False,ABIDE I,False
563,sub-0050744,50744,3.164646565914154,False,2.0,False,ABIDE I,False
564,sub-0050745,50745,6.797769520680109,False,1.0,False,ABIDE I,False
565,sub-0050746,50746,5.91834099094073,False,4.0,False,ABIDE I,False
566,sub-0050747,50747,5.2006185293197635,False,36.0,False,ABIDE I,False
567,sub-0050748,50748,6.609180724620819,False,1.0,False,ABIDE I,False
568,sub-0050749,50749,6.0527868668238325,False,186.0,False,ABIDE I,False
569,sub-0050750,50750,2.9172260324160257,False,119.0,False,ABIDE I,False
570,sub-0050751,50751,3.026906589667002,False,280.0,False,ABIDE I,False
571,sub-0050752,50752,6.272888207435608,False,3.0,False,ABIDE I,False
572,sub-0050753,50753,6.6030402183532715,False,3.0,False,ABIDE I,False
573,sub-0050754,50754,6.8531441450119015,False,19.0,False,ABIDE I,False
574,sub-0050755,50755,6.660082074006398,False,1.0,False,ABIDE I,False
575,sub-0050756,50756,5.778135935465495,False,1.0,False,ABIDE I,False
576,sub-0050757,50757,5.999363851547241,False,1.0,False,ABIDE I,False
577,sub-0050772,50772,5.958333333333333,False,4.0,False,ABIDE I,False
578,sub-0050773,50773,6.125,False,228.0,False,ABIDE I,False
579,sub-0050774,50774,6.5,False,2.0,False,ABIDE I,False
580,sub-0050775,50775,4.583333333333333,False,346.0,False,ABIDE I,False
581,sub-0050776,50776,4.875,False,93.0,False,ABIDE I,False
582,sub-0050777,50777,6.208333333333333,False,2.0,False,ABIDE I,False
583,sub-0050778,50778,5.291666666666667,False,9.0,False,ABIDE I,False
584,sub-0050779,50779,5.458333333333333,False,7.0,False,ABIDE I,False
585,sub-0050780,50780,5.75,False,18.0,False,ABIDE I,False
586,sub-0050781,50781,5.083333333333333,False,1.0,False,ABIDE I,False
587,sub-0050782,50782,5.5,False,219.0,False,ABIDE I,False
588,sub-0050783,50783,6.375,False,1.0,False,ABIDE I,False
589,sub-0050784,50784,4.625,False,32.0,False,ABIDE I,False
590,sub-0050785,50785,4.041666666666667,False,131.0,False,ABIDE I,False
591,sub-0050786,50786,4.625,False,469.0,False,ABIDE I,False
592,sub-0050787,50787,5.333333333333333,False,3.0,False,ABIDE I,False
593,sub-0050788,50788,5.833333333333333,False,5.0,False,ABIDE I,False
594,sub-0050789,50789,3.125,False,950.0,False,ABIDE I,False
595,sub-0050790,50790,5.833333333333333,False,1.0,False,ABIDE I,False
596,sub-0050791,50791,5.208333333333333,False,11.0,False,ABIDE I,False
597,sub-0050792,50792,3.9583333333333335,False,249.0,False,ABIDE I,False
598,sub-0050793,50793,3.25,False,157.0,False,ABIDE I,False
599,sub-0050794,50794,2.7083333333333335,False,85.0,False,ABIDE I,False
600,sub-0050795,50795,5.333333333333333,False,95.0,False,ABIDE I,False
601,sub-0050796,50796,2.7916666666666665,False,480.0,False,ABIDE I,False
602,sub-0050797,50797,3.7083333333333335,False,134.0,False,ABIDE I,False
603,sub-0050798,50798,5.125,False,1.0,False,ABIDE I,False
604,sub-0050799,50799,6.458333333333333,False,30.0,False,ABIDE I,False
605,sub-0050800,50800,3.4166666666666665,False,550.0,False,ABIDE I,False
606,sub-0050801,50801,4.0,False,783.0,False,ABIDE I,False
607,sub-0050803,50803,5.708333333333333,False,71.0,False,ABIDE I,False
608,sub-0050804,50804,4.958333333333333,False,132.0,False,ABIDE I,False
609,sub-0050805,50805,4.5,False,298.0,False,ABIDE I,False
610,sub-0050806,50806,1.4166666666666667,False,1.0,False,ABIDE I,False
611,sub-0050807,50807,3.0833333333333335,False,118.0,False,ABIDE I,False
612,sub-0050808,50808,4.541666666666667,False,6.0,False,ABIDE I,False
613,sub-0050809,50809,5.666666666666667,False,24.0,False,ABIDE I,False
614,sub-0050810,50810,6.333333333333333,False,162.0,False,ABIDE I,False
615,sub-0050811,50811,6.291666666666667,False,2.0,False,ABIDE I,False
616,sub-0050812,50812,5.25,False,2.0,False,ABIDE I,False
617,sub-0050813,50813,5.833333333333333,False,1.0,False,ABIDE I,False
618,sub-0050814,50814,6.333333333333333,False,1.0,False,ABIDE I,False
619,sub-0050815,50815,3.7916666666666665,False,1.0,False,ABIDE I,False
620,sub-0050816,50816,4.708333333333333,False,38.0,False,ABIDE I,False
621,sub-0050817,50817,5.25,False,7.0,False,ABIDE I,False
622,sub-0050818,50818,6.458333333333333,False,1.0,False,ABIDE I,False
623,sub-0050819,50819,6.375,False,139.0,False,ABIDE I,False
624,sub-0050820,50820,5.916666666666667,False,2.0,False,ABIDE I,False
625,sub-0050821,50821,3.6666666666666665,False,22.0,False,ABIDE I,False
626,sub-0050822,50822,5.291666666666667,False,209.0,False,ABIDE I,False
627,sub-0050823,50823,5.291666666666667,False,31.0,False,ABIDE I,False
628,sub-0050824,50824,5.916666666666667,False,1.0,False,ABIDE I,False
629,sub-0050825,50825,5.625,False,1.0,False,ABIDE I,False
630,sub-0050826,50826,2.0,False,1.0,False,ABIDE I,False
631,sub-0050952,50952,3.8333333333333335,False,1055.0,False,ABIDE I,False
632,sub-0050953,50953,5.833333333333333,False,79.0,False,ABIDE I,False
633,sub-0050954,50954,5.866666666666666,False,3.0,False,ABIDE I,False
634,sub-0050955,50955,5.466666666666667,False,10.0,False,ABIDE I,False
635,sub-0050956,50956,5.933333333333334,False,1.0,False,ABIDE I,False
636,sub-0050957,50957,5.266666666666667,False,1.0,False,ABIDE I,False
637,sub-0050958,50958,4.8,False,17.0,False,ABIDE I,False
638,sub-0050959,50959,5.966666666666667,False,106.0,False,ABIDE I,False
639,sub-0050960,50960,5.6,False,1.0,False,ABIDE I,False
640,sub-0050961,50961,5.8,False,1.0,False,ABIDE I,False
641,sub-0050962,50962,5.766666666666667,False,3.0,False,ABIDE I,False
642,sub-0050964,50964,5.2,False,469.0,False,ABIDE I,False
643,sub-0050965,50965,5.1,False,11.0,False,ABIDE I,False
644,sub-0050966,50966,5.966666666666667,False,385.0,False,ABIDE I,False
645,sub-0050967,50967,5.333333333333333,False,444.0,False,ABIDE I,False
646,sub-0050968,50968,5.9,False,611.0,False,ABIDE I,False
647,sub-0050969,50969,4.333333333333333,False,12.0,False,ABIDE I,False
648,sub-0050970,50970,5.9,False,820.0,False,ABIDE I,False
649,sub-0050971,50971,5.266666666666667,False,1.0,False,ABIDE I,False
650,sub-0050972,50972,5.433333333333334,False,27.0,False,ABIDE I,False
651,sub-0050973,50973,5.633333333333334,False,1.0,False,ABIDE I,False
652,sub-0050974,50974,5.966666666666667,False,6.0,False,ABIDE I,False
653,sub-0050975,50975,4.733333333333333,False,54.0,False,ABIDE I,False
654,sub-0050976,50976,5.8,False,5.0,False,ABIDE I,False
655,sub-0050977,50977,5.733333333333333,False,2.0,False,ABIDE I,False
656,sub-0050978,50978,5.933333333333334,False,132.0,False,ABIDE I,False
657,sub-0050979,50979,5.1,False,178.0,False,ABIDE I,False
658,sub-0050980,50980,4.633333333333334,False,1.0,False,ABIDE I,False
659,sub-0050981,50981,5.666666666666667,False,21.0,False,ABIDE I,False
660,sub-0050982,50982,5.933333333333334,False,122.0,False,ABIDE I,False
661,sub-0050983,50983,5.4,False,874.0,False,ABIDE I,False
662,sub-0050984,50984,4.5,False,22.0,False,ABIDE I,False
663,sub-0050985,50985,5.966666666666667,False,1.0,False,ABIDE I,False
664,sub-0050986,50986,5.833333333333333,False,1.0,False,ABIDE I,False
665,sub-0050987,50987,5.6,False,1.0,False,ABIDE I,False
666,sub-0050988,50988,5.933333333333334,False,1.0,False,ABIDE I,False
667,sub-0050989,50989,5.666666666666667,False,235.0,False,ABIDE I,False
668,sub-0050990,50990,5.5,False,36.0,False,ABIDE I,False
669,sub-0050991,50991,5.9,False,6.0,False,ABIDE I,False
670,sub-0050992,50992,5.3,False,46.0,False,ABIDE I,False
671,sub-0050993,50993,5.133333333333334,False,30.0,False,ABIDE I,False
672,sub-0050994,50994,5.966666666666667,False,38.0,False,ABIDE I,False
673,sub-0050995,50995,5.233333333333333,False,52.0,False,ABIDE I,False
674,sub-0050996,50996,5.7,False,7.0,False,ABIDE I,False
675,sub-0050997,50997,4.3,False,426.0,False,ABIDE I,False
676,sub-0050998,50998,4.866666666666666,False,1.0,False,ABIDE I,False
677,sub-0050999,50999,5.533333333333333,False,1.0,False,ABIDE I,False
678,sub-0051000,51000,5.3,False,2.0,False,ABIDE I,False
679,sub-0051001,51001,5.266666666666667,False,79.0,False,ABIDE I,False
680,sub-0051002,51002,5.133333333333334,False,59.0,False,ABIDE I,False
681,sub-0051003,51003,5.7,False,2.0,False,ABIDE I,False
682,sub-0051006,51006,5.966666666666667,False,2.0,False,ABIDE I,False
683,sub-0051007,51007,5.433333333333334,False,315.0,False,ABIDE I,False
684,sub-0051008,51008,4.8,False,5.0,False,ABIDE I,False
685,sub-0051009,51009,5.566666666666666,False,1.0,False,ABIDE I,False
686,sub-0051010,51010,5.666666666666667,False,14.0,False,ABIDE I,False
687,sub-0051011,51011,4.9,False,1.0,False,ABIDE I,False
688,sub-0051012,51012,4.366666666666666,False,1.0,False,ABIDE I,False
689,sub-0051013,51013,3.566666666666667,False,215.0,False,ABIDE I,False
690,sub-0051014,51014,5.966666666666667,False,77.0,False,ABIDE I,False
691,sub-0051015,51015,5.966666666666667,False,2.0,False,ABIDE I,False
692,sub-0051016,51016,5.966666666666667,False,134.0,False,ABIDE I,False
693,sub-0051017,51017,5.566666666666666,False,4.0,False,ABIDE I,False
694,sub-0051018,51018,5.966666666666667,False,138.0,False,ABIDE I,False
695,sub-0051019,51019,5.966666666666667,False,1.0,False,ABIDE I,False
696,sub-0051020,51020,4.833333333333333,False,24.0,False,ABIDE I,False
697,sub-0051021,51021,5.566666666666666,False,951.0,False,ABIDE I,False
698,sub-0051023,51023,5.966666666666667,False,10.0,False,ABIDE I,False
699,sub-0051024,51024,5.966666666666667,False,20.0,False,ABIDE I,False
700,sub-0051025,51025,5.966666666666667,False,22.0,False,ABIDE I,False
701,sub-0051026,51026,5.966666666666667,False,4.0,False,ABIDE I,False
702,sub-0051027,51027,5.933333333333334,False,18.0,False,ABIDE I,False
703,sub-0051028,51028,5.966666666666667,False,165.0,False,ABIDE I,False
704,sub-0051029,51029,5.666666666666667,False,1.0,False,ABIDE I,False
705,sub-0051030,51030,3.033333333333333,False,1.0,False,ABIDE I,False
706,sub-0051032,51032,5.533333333333333,False,166.0,False,ABIDE I,False
707,sub-0051033,51033,3.566666666666667,False,19.0,False,ABIDE I,False
708,sub-0051034,51034,3.1666666666666665,False,1121.0,False,ABIDE I,False
709,sub-0051035,51035,4.833333333333333,False,141.0,False,ABIDE I,False
710,sub-0051036,51036,5.866666666666666,False,3.0,False,ABIDE I,False
711,sub-0051038,51038,5.933333333333334,False,1327.0,False,ABIDE I,False
712,sub-0051039,51039,5.9,False,274.0,False,ABIDE I,False
713,sub-0051040,51040,5.966666666666667,False,35.0,False,ABIDE I,False
714,sub-0051041,51041,5.933333333333334,False,15.0,False,ABIDE I,False
715,sub-0051042,51042,5.833333333333333,False,18.0,False,ABIDE I,False
716,sub-0051044,51044,5.833333333333333,False,18.0,False,ABIDE I,False
717,sub-0051045,51045,4.966666666666667,False,27.0,False,ABIDE I,False
718,sub-0051046,51046,5.966666666666667,False,14.0,False,ABIDE I,False
719,sub-0051047,51047,5.966666666666667,False,1.0,False,ABIDE I,False
720,sub-0051048,51048,5.966666666666667,False,2.0,False,ABIDE I,False
721,sub-0051049,51049,5.933333333333334,False,2.0,False,ABIDE I,False
722,sub-0051050,51050,5.966666666666667,False,6.0,False,ABIDE I,False
723,sub-0051051,51051,5.966666666666667,False,39.0,False,ABIDE I,False
724,sub-0051052,51052,5.9,False,3.0,False,ABIDE I,False
725,sub-0051053,51053,5.933333333333334,False,1.0,False,ABIDE I,False
726,sub-0051054,51054,5.366666666666666,False,3.0,False,ABIDE I,False
727,sub-0051055,51055,5.933333333333334,False,1.0,False,ABIDE I,False
728,sub-0051056,51056,5.966666666666667,False,160.0,False,ABIDE I,False
729,sub-0051057,51057,5.966666666666667,False,11.0,False,ABIDE I,False
730,sub-0051058,51058,5.933333333333334,False,3.0,False,ABIDE I,False
731,sub-0051059,51059,5.9,False,1.0,False,ABIDE I,False
732,sub-0051060,51060,4.966666666666667,False,3.0,False,ABIDE I,False
733,sub-0051061,51061,5.966666666666667,False,1.0,False,ABIDE I,False
734,sub-0051062,51062,5.866666666666666,False,18.0,False,ABIDE I,False
735,sub-0051063,51063,5.866666666666666,False,169.0,False,ABIDE I,False
736,sub-0051064,51064,5.966666666666667,False,1.0,False,ABIDE I,False
737,sub-0051065,51065,5.633333333333334,False,59.0,False,ABIDE I,False
738,sub-0051066,51066,5.6,False,1.0,False,ABIDE I,False
739,sub-0051067,51067,5.7,False,1.0,False,ABIDE I,False
740,sub-0051068,51068,5.6,False,12.0,False,ABIDE I,False
741,sub-0051069,51069,5.966666666666667,False,46.0,False,ABIDE I,False
742,sub-0051070,51070,5.533333333333333,False,1.0,False,ABIDE I,False
743,sub-0051071,51071,5.833333333333333,False,1.0,False,ABIDE I,False
744,sub-0051072,51072,5.9,False,1.0,False,ABIDE I,False
745,sub-0051073,51073,5.666666666666667,False,75.0,False,ABIDE I,False
746,sub-0051074,51074,5.966666666666667,False,45.0,False,ABIDE I,False
747,sub-0051075,51075,5.333333333333333,False,323.0,False,ABIDE I,False
748,sub-0051076,51076,5.966666666666667,False,1032.0,False,ABIDE I,False
749,sub-0051077,51077,3.966666666666667,False,1.0,False,ABIDE I,False
750,sub-0051078,51078,5.6,False,1.0,False,ABIDE I,False
751,sub-0051079,51079,5.7,False,310.0,False,ABIDE I,False
752,sub-0051080,51080,5.9,False,586.0,False,ABIDE I,False
753,sub-0051081,51081,5.966666666666667,False,542.0,False,ABIDE I,False
754,sub-0051082,51082,5.2,False,1.0,False,ABIDE I,False
755,sub-0051083,51083,5.533333333333333,False,50.0,False,ABIDE I,False
756,sub-0051084,51084,5.1,False,1.0,False,ABIDE I,False
757,sub-0051085,51085,5.866666666666666,False,6.0,False,ABIDE I,False
758,sub-0051086,51086,5.8,False,11.0,False,ABIDE I,False
759,sub-0051087,51087,4.4,False,151.0,False,ABIDE I,False
760,sub-0051088,51088,5.9,False,3.0,False,ABIDE I,False
761,sub-0051089,51089,5.1,False,45.0,False,ABIDE I,False
762,sub-0051090,51090,5.8,False,149.0,False,ABIDE I,False
763,sub-0051091,51091,5.566666666666666,False,89.0,False,ABIDE I,False
764,sub-0051093,51093,5.633333333333334,False,2.0,False,ABIDE I,False
765,sub-0051094,51094,5.266666666666667,False,147.0,False,ABIDE I,False
766,sub-0051095,51095,4.933333333333334,False,8.0,False,ABIDE I,False
767,sub-0051096,51096,5.966666666666667,False,1.0,False,ABIDE I,False
768,sub-0051097,51097,5.666666666666667,False,81.0,False,ABIDE I,False
769,sub-0051098,51098,5.666666666666667,False,1111.0,False,ABIDE I,False
770,sub-0051099,51099,5.766666666666667,False,53.0,False,ABIDE I,False
771,sub-0051100,51100,5.566666666666666,False,5.0,False,ABIDE I,False
772,sub-0051101,51101,5.3,False,354.0,False,ABIDE I,False
773,sub-0051102,51102,4.833333333333333,False,104.0,False,ABIDE I,False
774,sub-0051103,51103,5.633333333333334,False,14.0,False,ABIDE I,False
775,sub-0051104,51104,5.9,False,2.0,False,ABIDE I,False
776,sub-0051105,51105,5.966666666666667,False,44.0,False,ABIDE I,False
777,sub-0051106,51106,5.9,False,1.0,False,ABIDE I,False
778,sub-0051107,51107,5.966666666666667,False,88.0,False,ABIDE I,False
779,sub-0051108,51108,5.833333333333333,False,9.0,False,ABIDE I,False
780,sub-0051109,51109,5.5,False,1.0,False,ABIDE I,False
781,sub-0051110,51110,5.966666666666667,False,345.0,False,ABIDE I,False
782,sub-0051111,51111,5.933333333333334,False,1.0,False,ABIDE I,False
783,sub-0051112,51112,5.833333333333333,False,6.0,False,ABIDE I,False
